cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
bitcrushsweep9l,bitCrushSweep9l,0.0,0.0,1.0,Bit Crush Sweep 9 Lock,575,Bit Crush Sweep 9 Lock,575,Bit Crush Sweep 9 Lock
wavetype10,waveType10,1.0,0.0,8.0,Wave Type 10,576,Wave Type 10,576,Wave Type 10
mastervolume10,masterVolume10,0.5,0.0,1.0,Master Volume 10,577,Master Volume 10,577,Master Volume 10
attacktime10,attackTime10,0.0,0.0,1.0,Attack Time 10,578,Attack Time 10,578,Attack Time 10
sustaintime10,sustainTime10,0.113693967461586,0.0,1.0,Sustain Time 10,579,Sustain Time 10,579,Sustain Time 10
sustainpunch10,sustainPunch10,0.0,0.0,1.0,Punch 10,580,Punch 10,580,Punch 10
decaytime10,decayTime10,0.1969510763883591,0.0,1.0,Decay Time 10,581,Decay Time 10,581,Decay Time 10
compressionamount10,compressionAmount10,0.300000011920929,0.0,1.0,Compression 10,582,Compression 10,582,Compression 10
startfrequency10,startFrequency10,0.3956092596054077,0.0,1.0,Frequency 10,583,Frequency 10,583,Frequency 10
minfrequency10,minFrequency10,0.0,0.0,1.0,Frequency Cutoff 10,584,Frequency Cutoff 10,584,Frequency Cutoff 10
slide10,slide10,0.0,-1.0,1.0,Frequency Slide 10,585,Frequency Slide 10,585,Frequency Slide 10
deltaslide10,deltaSlide10,0.0,-1.0,1.0,Delta Slide 10,586,Delta Slide 10,586,Delta Slide 10
vibratodepth10,vibratoDepth10,0.0,0.0,1.0,Vibrato Depth 10,587,Vibrato Depth 10,587,Vibrato Depth 10
vibratospeed10,vibratoSpeed10,0.0,0.0,1.0,Vibrato Speed 10,588,Vibrato Speed 10,588,Vibrato Speed 10
overtones10,overtones10,0.0,0.0,1.0,Harmonics 10,589,Harmonics 10,589,Harmonics 10
overtonefalloff10,overtoneFalloff10,0.0,0.0,1.0,Harmonics Falloff 10,590,Harmonics Falloff 10,590,Harmonics Falloff 10
changerepeat10,changeRepeat10,0.0,0.0,1.0,Pitch Jump Repeat Speed 10,591,Pitch Jump Repeat Speed 10,591,Pitch Jump Repeat Speed 10
changeamount10,changeAmount10,0.0,-1.0,1.0,Pitch Jump Amount 1 10,592,Pitch Jump Amount 1 10,592,Pitch Jump Amount 1 10
changespeed10,changeSpeed10,0.0,0.0,1.0,Pitch Jump Onset 1 10,593,Pitch Jump Onset 1 10,593,Pitch Jump Onset 1 10
changeamount210,changeAmount210,0.0,-1.0,1.0,Pitch Jump Amount 2 10,594,Pitch Jump Amount 2 10,594,Pitch Jump Amount 2 10
changespeed210,changeSpeed210,0.0,0.0,1.0,Pitch Jump Onset 2 10,595,Pitch Jump Onset 2 10,595,Pitch Jump Onset 2 10
squareduty10,squareDuty10,0.0,0.0,1.0,Square Duty 10,596,Square Duty 10,596,Square Duty 10
dutysweep10,dutySweep10,0.0,-1.0,1.0,Duty Sweep 10,597,Duty Sweep 10,597,Duty Sweep 10
repeatspeed10,repeatSpeed10,0.0,0.0,1.0,Repeat Speed 10,598,Repeat Speed 10,598,Repeat Speed 10
flangeroffset10,flangerOffset10,0.0,-1.0,1.0,Flanger Offset 10,599,Flanger Offset 10,599,Flanger Offset 10
flangersweep10,flangerSweep10,0.0,-1.0,1.0,Flanger Sweep 10,600,Flanger Sweep 10,600,Flanger Sweep 10
lpfiltercutoff10,lpFilterCutoff10,1.0,0.0,1.0,LP Filter Cutoff 10,601,LP Filter Cutoff 10,601,LP Filter Cutoff 10
lpfiltercutoffsweep10,lpFilterCutoffSweep10,0.0,-1.0,1.0,LP Filter Cutoff Sweep 10,602,LP Filter Cutoff Sweep 10,602,LP Filter Cutoff Sweep 10
lpfilterresonance10,lpFilterResonance10,0.0,0.0,1.0,LP Filter Resonance 10,603,LP Filter Resonance 10,603,LP Filter Resonance 10
hpfiltercutoff10,hpFilterCutoff10,0.1000000014901161,0.0,1.0,HP Filter Cutoff 10,604,HP Filter Cutoff 10,604,HP Filter Cutoff 10
hpfiltercutoffsweep10,hpFilterCutoffSweep10,0.0,-1.0,1.0,HP Filter Cutoff Sweep 10,605,HP Filter Cutoff Sweep 10,605,HP Filter Cutoff Sweep 10
bitcrush10,bitCrush10,0.0,0.0,1.0,Bit Crush 10,606,Bit Crush 10,606,Bit Crush 10
bitcrushsweep10,bitCrushSweep10,0.0,-1.0,1.0,Bit Crush Sweep 10,607,Bit Crush Sweep 10,607,Bit Crush Sweep 10
wavetype10l,waveType10l,0.0,0.0,1.0,Wave Type 10 Lock,608,Wave Type 10 Lock,608,Wave Type 10 Lock
mastervolume10l,masterVolume10l,1.0,0.0,1.0,Master Volume 10 Lock,609,Master Volume 10 Lock,609,Master Volume 10 Lock
attacktime10l,attackTime10l,0.0,0.0,1.0,Attack Time 10 Lock,610,Attack Time 10 Lock,610,Attack Time 10 Lock
sustaintime10l,sustainTime10l,0.0,0.0,1.0,Sustain Time 10 Lock,611,Sustain Time 10 Lock,611,Sustain Time 10 Lock
sustainpunch10l,sustainPunch10l,0.0,0.0,1.0,Punch 10 Lock,612,Punch 10 Lock,612,Punch 10 Lock
decaytime10l,decayTime10l,0.0,0.0,1.0,Decay Time 10 Lock,613,Decay Time 10 Lock,613,Decay Time 10 Lock
compressionamount10l,compressionAmount10l,0.0,0.0,1.0,Compression 10 Lock,614,Compression 10 Lock,614,Compression 10 Lock
startfrequency10l,startFrequency10l,0.0,0.0,1.0,Frequency 10 Lock,615,Frequency 10 Lock,615,Frequency 10 Lock
minfrequency10l,minFrequency10l,0.0,0.0,1.0,Frequency Cutoff 10 Lock,616,Frequency Cutoff 10 Lock,616,Frequency Cutoff 10 Lock
slide10l,slide10l,0.0,0.0,1.0,Frequency Slide 10 Lock,617,Frequency Slide 10 Lock,617,Frequency Slide 10 Lock
deltaslide10l,deltaSlide10l,0.0,0.0,1.0,Delta Slide 10 Lock,618,Delta Slide 10 Lock,618,Delta Slide 10 Lock
vibratodepth10l,vibratoDepth10l,0.0,0.0,1.0,Vibrato Depth 10 Lock,619,Vibrato Depth 10 Lock,619,Vibrato Depth 10 Lock
vibratospeed10l,vibratoSpeed10l,0.0,0.0,1.0,Vibrato Speed 10 Lock,620,Vibrato Speed 10 Lock,620,Vibrato Speed 10 Lock
overtones10l,overtones10l,0.0,0.0,1.0,Harmonics 10 Lock,621,Harmonics 10 Lock,621,Harmonics 10 Lock
overtonefalloff10l,overtoneFalloff10l,0.0,0.0,1.0,Harmonics Falloff 10 Lock,622,Harmonics Falloff 10 Lock,622,Harmonics Falloff 10 Lock
changerepeat10l,changeRepeat10l,0.0,0.0,1.0,Pitch Jump Repeat Speed 10 Lock,623,Pitch Jump Repeat Speed 10 Lock,623,Pitch Jump Repeat Speed 10 Lock
changeamount10l,changeAmount10l,0.0,0.0,1.0,Pitch Jump Amount 1 10 Lock,624,Pitch Jump Amount 1 10 Lock,624,Pitch Jump Amount 1 10 Lock
changespeed10l,changeSpeed10l,0.0,0.0,1.0,Pitch Jump Onset 1 10 Lock,625,Pitch Jump Onset 1 10 Lock,625,Pitch Jump Onset 1 10 Lock
changeamount210l,changeAmount210l,0.0,0.0,1.0,Pitch Jump Amount 2 10 Lock,626,Pitch Jump Amount 2 10 Lock,626,Pitch Jump Amount 2 10 Lock
changespeed210l,changeSpeed210l,0.0,0.0,1.0,Pitch Jump Onset 2 10 Lock,627,Pitch Jump Onset 2 10 Lock,627,Pitch Jump Onset 2 10 Lock
squareduty10l,squareDuty10l,0.0,0.0,1.0,Square Duty 10 Lock,628,Square Duty 10 Lock,628,Square Duty 10 Lock
dutysweep10l,dutySweep10l,0.0,0.0,1.0,Duty Sweep 10 Lock,629,Duty Sweep 10 Lock,629,Duty Sweep 10 Lock
repeatspeed10l,repeatSpeed10l,0.0,0.0,1.0,Repeat Speed 10 Lock,630,Repeat Speed 10 Lock,630,Repeat Speed 10 Lock
flangeroffset10l,flangerOffset10l,0.0,0.0,1.0,Flanger Offset 10 Lock,631,Flanger Offset 10 Lock,631,Flanger Offset 10 Lock
flangersweep10l,flangerSweep10l,0.0,0.0,1.0,Flanger Sweep 10 Lock,632,Flanger Sweep 10 Lock,632,Flanger Sweep 10 Lock
lpfiltercutoff10l,lpFilterCutoff10l,0.0,0.0,1.0,LP Filter Cutoff 10 Lock,633,LP Filter Cutoff 10 Lock,633,LP Filter Cutoff 10 Lock
lpfiltercutoffsweep10l,lpFilterCutoffSweep10l,0.0,0.0,1.0,LP Filter Cutoff Sweep 10 Lock,634,LP Filter Cutoff Sweep 10 Lock,634,LP Filter Cutoff Sweep 10 Lock
lpfilterresonance10l,lpFilterResonance10l,0.0,0.0,1.0,LP Filter Resonance 10 Lock,635,LP Filter Resonance 10 Lock,635,LP Filter Resonance 10 Lock
hpfiltercutoff10l,hpFilterCutoff10l,0.0,0.0,1.0,HP Filter Cutoff 10 Lock,636,HP Filter Cutoff 10 Lock,636,HP Filter Cutoff 10 Lock
hpfiltercutoffsweep10l,hpFilterCutoffSweep10l,0.0,0.0,1.0,HP Filter Cutoff Sweep 10 Lock,637,HP Filter Cutoff Sweep 10 Lock,637,HP Filter Cutoff Sweep 10 Lock
bitcrush10l,bitCrush10l,0.0,0.0,1.0,Bit Crush 10 Lock,638,Bit Crush 10 Lock,638,Bit Crush 10 Lock
bitcrushsweep10l,bitCrushSweep10l,0.0,0.0,1.0,Bit Crush Sweep 10 Lock,639,Bit Crush Sweep 10 Lock,639,Bit Crush Sweep 10 Lock
wavetype11,waveType11,2.0,0.0,8.0,Wave Type 11,640,Wave Type 11,640,Wave Type 11
mastervolume11,masterVolume11,0.5,0.0,1.0,Master Volume 11,641,Master Volume 11,641,Master Volume 11
attacktime11,attackTime11,0.0,0.0,1.0,Attack Time 11,642,Attack Time 11,642,Attack Time 11
sustaintime11,sustainTime11,0.03418873623013496,0.0,1.0,Sustain Time 11,643,Sustain Time 11,643,Sustain Time 11
sustainpunch11,sustainPunch11,0.4084318876266479,0.0,1.0,Punch 11,644,Punch 11,644,Punch 11
decaytime11,decayTime11,0.105926975607872,0.0,1.0,Decay Time 11,645,Decay Time 11,645,Decay Time 11
compressionamount11,compressionAmount11,0.300000011920929,0.0,1.0,Compression 11,646,Compression 11,646,Compression 11
startfrequency11,startFrequency11,0.6642715930938721,0.0,1.0,Frequency 11,647,Frequency 11,647,Frequency 11
minfrequency11,minFrequency11,0.0,0.0,1.0,Frequency Cutoff 11,648,Frequency Cutoff 11,648,Frequency Cutoff 11
slide11,slide11,0.0,-1.0,1.0,Frequency Slide 11,649,Frequency Slide 11,649,Frequency Slide 11
deltaslide11,deltaSlide11,0.0,-1.0,1.0,Delta Slide 11,650,Delta Slide 11,650,Delta Slide 11
vibratodepth11,vibratoDepth11,0.0,0.0,1.0,Vibrato Depth 11,651,Vibrato Depth 11,651,Vibrato Depth 11
vibratospeed11,vibratoSpeed11,0.0,0.0,1.0,Vibrato Speed 11,652,Vibrato Speed 11,652,Vibrato Speed 11
overtones11,overtones11,0.0,0.0,1.0,Harmonics 11,653,Harmonics 11,653,Harmonics 11
overtonefalloff11,overtoneFalloff11,0.0,0.0,1.0,Harmonics Falloff 11,654,Harmonics Falloff 11,654,Harmonics Falloff 11
changerepeat11,changeRepeat11,0.0,0.0,1.0,Pitch Jump Repeat Speed 11,655,Pitch Jump Repeat Speed 11,655,Pitch Jump Repeat Speed 11
changeamount11,changeAmount11,0.0,-1.0,1.0,Pitch Jump Amount 1 11,656,Pitch Jump Amount 1 11,656,Pitch Jump Amount 1 11
changespeed11,changeSpeed11,0.0,0.0,1.0,Pitch Jump Onset 1 11,657,Pitch Jump Onset 1 11,657,Pitch Jump Onset 1 11
changeamount211,changeAmount211,0.0,-1.0,1.0,Pitch Jump Amount 2 11,658,Pitch Jump Amount 2 11,658,Pitch Jump Amount 2 11
changespeed211,changeSpeed211,0.0,0.0,1.0,Pitch Jump Onset 2 11,659,Pitch Jump Onset 2 11,659,Pitch Jump Onset 2 11
squareduty11,squareDuty11,0.0,0.0,1.0,Square Duty 11,660,Square Duty 11,660,Square Duty 11
dutysweep11,dutySweep11,0.0,-1.0,1.0,Duty Sweep 11,661,Duty Sweep 11,661,Duty Sweep 11
repeatspeed11,repeatSpeed11,0.0,0.0,1.0,Repeat Speed 11,662,Repeat Speed 11,662,Repeat Speed 11
flangeroffset11,flangerOffset11,0.0,-1.0,1.0,Flanger Offset 11,663,Flanger Offset 11,663,Flanger Offset 11
flangersweep11,flangerSweep11,0.0,-1.0,1.0,Flanger Sweep 11,664,Flanger Sweep 11,664,Flanger Sweep 11
lpfiltercutoff11,lpFilterCutoff11,1.0,0.0,1.0,LP Filter Cutoff 11,665,LP Filter Cutoff 11,665,LP Filter Cutoff 11
lpfiltercutoffsweep11,lpFilterCutoffSweep11,0.0,-1.0,1.0,LP Filter Cutoff Sweep 11,666,LP Filter Cutoff Sweep 11,666,LP Filter Cutoff Sweep 11
lpfilterresonance11,lpFilterResonance11,0.0,0.0,1.0,LP Filter Resonance 11,667,LP Filter Resonance 11,667,LP Filter Resonance 11
hpfiltercutoff11,hpFilterCutoff11,0.0,0.0,1.0,HP Filter Cutoff 11,668,HP Filter Cutoff 11,668,HP Filter Cutoff 11
hpfiltercutoffsweep11,hpFilterCutoffSweep11,0.0,-1.0,1.0,HP Filter Cutoff Sweep 11,669,HP Filter Cutoff Sweep 11,669,HP Filter Cutoff Sweep 11
bitcrush11,bitCrush11,0.0,0.0,1.0,Bit Crush 11,670,Bit Crush 11,670,Bit Crush 11
bitcrushsweep11,bitCrushSweep11,0.0,-1.0,1.0,Bit Crush Sweep 11,671,Bit Crush Sweep 11,671,Bit Crush Sweep 11
wavetype11l,waveType11l,0.0,0.0,1.0,Wave Type 11 Lock,672,Wave Type 11 Lock,672,Wave Type 11 Lock
mastervolume11l,masterVolume11l,1.0,0.0,1.0,Master Volume 11 Lock,673,Master Volume 11 Lock,673,Master Volume 11 Lock
attacktime11l,attackTime11l,0.0,0.0,1.0,Attack Time 11 Lock,674,Attack Time 11 Lock,674,Attack Time 11 Lock
sustaintime11l,sustainTime11l,0.0,0.0,1.0,Sustain Time 11 Lock,675,Sustain Time 11 Lock,675,Sustain Time 11 Lock
sustainpunch11l,sustainPunch11l,0.0,0.0,1.0,Punch 11 Lock,676,Punch 11 Lock,676,Punch 11 Lock
decaytime11l,decayTime11l,0.0,0.0,1.0,Decay Time 11 Lock,677,Decay Time 11 Lock,677,Decay Time 11 Lock
compressionamount11l,compressionAmount11l,0.0,0.0,1.0,Compression 11 Lock,678,Compression 11 Lock,678,Compression 11 Lock
startfrequency11l,startFrequency11l,0.0,0.0,1.0,Frequency 11 Lock,679,Frequency 11 Lock,679,Frequency 11 Lock
minfrequency11l,minFrequency11l,0.0,0.0,1.0,Frequency Cutoff 11 Lock,680,Frequency Cutoff 11 Lock,680,Frequency Cutoff 11 Lock
slide11l,slide11l,0.0,0.0,1.0,Frequency Slide 11 Lock,681,Frequency Slide 11 Lock,681,Frequency Slide 11 Lock
deltaslide11l,deltaSlide11l,0.0,0.0,1.0,Delta Slide 11 Lock,682,Delta Slide 11 Lock,682,Delta Slide 11 Lock
vibratodepth11l,vibratoDepth11l,0.0,0.0,1.0,Vibrato Depth 11 Lock,683,Vibrato Depth 11 Lock,683,Vibrato Depth 11 Lock
vibratospeed11l,vibratoSpeed11l,0.0,0.0,1.0,Vibrato Speed 11 Lock,684,Vibrato Speed 11 Lock,684,Vibrato Speed 11 Lock
overtones11l,overtones11l,0.0,0.0,1.0,Harmonics 11 Lock,685,Harmonics 11 Lock,685,Harmonics 11 Lock
overtonefalloff11l,overtoneFalloff11l,0.0,0.0,1.0,Harmonics Falloff 11 Lock,686,Harmonics Falloff 11 Lock,686,Harmonics Falloff 11 Lock
changerepeat11l,changeRepeat11l,0.0,0.0,1.0,Pitch Jump Repeat Speed 11 Lock,687,Pitch Jump Repeat Speed 11 Lock,687,Pitch Jump Repeat Speed 11 Lock
changeamount11l,changeAmount11l,0.0,0.0,1.0,Pitch Jump Amount 1 11 Lock,688,Pitch Jump Amount 1 11 Lock,688,Pitch Jump Amount 1 11 Lock
changespeed11l,changeSpeed11l,0.0,0.0,1.0,Pitch Jump Onset 1 11 Lock,689,Pitch Jump Onset 1 11 Lock,689,Pitch Jump Onset 1 11 Lock
changeamount211l,changeAmount211l,0.0,0.0,1.0,Pitch Jump Amount 2 11 Lock,690,Pitch Jump Amount 2 11 Lock,690,Pitch Jump Amount 2 11 Lock
changespeed211l,changeSpeed211l,0.0,0.0,1.0,Pitch Jump Onset 2 11 Lock,691,Pitch Jump Onset 2 11 Lock,691,Pitch Jump Onset 2 11 Lock
squareduty11l,squareDuty11l,0.0,0.0,1.0,Square Duty 11 Lock,692,Square Duty 11 Lock,692,Square Duty 11 Lock
dutysweep11l,dutySweep11l,0.0,0.0,1.0,Duty Sweep 11 Lock,693,Duty Sweep 11 Lock,693,Duty Sweep 11 Lock
repeatspeed11l,repeatSpeed11l,0.0,0.0,1.0,Repeat Speed 11 Lock,694,Repeat Speed 11 Lock,694,Repeat Speed 11 Lock
flangeroffset11l,flangerOffset11l,0.0,0.0,1.0,Flanger Offset 11 Lock,695,Flanger Offset 11 Lock,695,Flanger Offset 11 Lock
flangersweep11l,flangerSweep11l,0.0,0.0,1.0,Flanger Sweep 11 Lock,696,Flanger Sweep 11 Lock,696,Flanger Sweep 11 Lock
lpfiltercutoff11l,lpFilterCutoff11l,0.0,0.0,1.0,LP Filter Cutoff 11 Lock,697,LP Filter Cutoff 11 Lock,697,LP Filter Cutoff 11 Lock
lpfiltercutoffsweep11l,lpFilterCutoffSweep11l,0.0,0.0,1.0,LP Filter Cutoff Sweep 11 Lock,698,LP Filter Cutoff Sweep 11 Lock,698,LP Filter Cutoff Sweep 11 Lock
lpfilterresonance11l,lpFilterResonance11l,0.0,0.0,1.0,LP Filter Resonance 11 Lock,699,LP Filter Resonance 11 Lock,699,LP Filter Resonance 11 Lock
hpfiltercutoff11l,hpFilterCutoff11l,0.0,0.0,1.0,HP Filter Cutoff 11 Lock,700,HP Filter Cutoff 11 Lock,700,HP Filter Cutoff 11 Lock
hpfiltercutoffsweep11l,hpFilterCutoffSweep11l,0.0,0.0,1.0,HP Filter Cutoff Sweep 11 Lock,701,HP Filter Cutoff Sweep 11 Lock,701,HP Filter Cutoff Sweep 11 Lock
bitcrush11l,bitCrush11l,0.0,0.0,1.0,Bit Crush 11 Lock,702,Bit Crush 11 Lock,702,Bit Crush 11 Lock
bitcrushsweep11l,bitCrushSweep11l,0.0,0.0,1.0,Bit Crush Sweep 11 Lock,703,Bit Crush Sweep 11 Lock,703,Bit Crush Sweep 11 Lock
wavetype12,waveType12,0.0,0.0,8.0,Wave Type 12,704,Wave Type 12,704,Wave Type 12
mastervolume12,masterVolume12,0.5,0.0,1.0,Master Volume 12,705,Master Volume 12,705,Master Volume 12
attacktime12,attackTime12,0.0,0.0,1.0,Attack Time 12,706,Attack Time 12,706,Attack Time 12
sustaintime12,sustainTime12,0.3242493271827698,0.0,1.0,Sustain Time 12,707,Sustain Time 12,707,Sustain Time 12
sustainpunch12,sustainPunch12,0.0,0.0,1.0,Punch 12,708,Punch 12,708,Punch 12
decaytime12,decayTime12,0.2547096014022827,0.0,1.0,Decay Time 12,709,Decay Time 12,709,Decay Time 12
compressionamount12,compressionAmount12,0.300000011920929,0.0,1.0,Compression 12,710,Compression 12,710,Compression 12
startfrequency12,startFrequency12,0.3106392920017242,0.0,1.0,Frequency 12,711,Frequency 12,711,Frequency 12
minfrequency12,minFrequency12,0.0,0.0,1.0,Frequency Cutoff 12,712,Frequency Cutoff 12,712,Frequency Cutoff 12
slide12,slide12,0.2696156799793243,-1.0,1.0,Frequency Slide 12,713,Frequency Slide 12,713,Frequency Slide 12
deltaslide12,deltaSlide12,0.0,-1.0,1.0,Delta Slide 12,714,Delta Slide 12,714,Delta Slide 12
vibratodepth12,vibratoDepth12,0.0,0.0,1.0,Vibrato Depth 12,715,Vibrato Depth 12,715,Vibrato Depth 12
vibratospeed12,vibratoSpeed12,0.0,0.0,1.0,Vibrato Speed 12,716,Vibrato Speed 12,716,Vibrato Speed 12
overtones12,overtones12,0.0,0.0,1.0,Harmonics 12,717,Harmonics 12,717,Harmonics 12
overtonefalloff12,overtoneFalloff12,0.0,0.0,1.0,Harmonics Falloff 12,718,Harmonics Falloff 12,718,Harmonics Falloff 12
changerepeat12,changeRepeat12,0.0,0.0,1.0,Pitch Jump Repeat Speed 12,719,Pitch Jump Repeat Speed 12,719,Pitch Jump Repeat Speed 12
changeamount12,changeAmount12,0.0,-1.0,1.0,Pitch Jump Amount 1 12,720,Pitch Jump Amount 1 12,720,Pitch Jump Amount 1 12
changespeed12,changeSpeed12,0.0,0.0,1.0,Pitch Jump Onset 1 12,721,Pitch Jump Onset 1 12,721,Pitch Jump Onset 1 12
changeamount212,changeAmount212,0.0,-1.0,1.0,Pitch Jump Amount 2 12,722,Pitch Jump Amount 2 12,722,Pitch Jump Amount 2 12
changespeed212,changeSpeed212,0.0,0.0,1.0,Pitch Jump Onset 2 12,723,Pitch Jump Onset 2 12,723,Pitch Jump Onset 2 12
squareduty12,squareDuty12,0.5922152400016785,0.0,1.0,Square Duty 12,724,Square Duty 12,724,Square Duty 12
dutysweep12,dutySweep12,0.0,-1.0,1.0,Duty Sweep 12,725,Duty Sweep 12,725,Duty Sweep 12
repeatspeed12,repeatSpeed12,0.0,0.0,1.0,Repeat Speed 12,726,Repeat Speed 12,726,Repeat Speed 12
flangeroffset12,flangerOffset12,0.0,-1.0,1.0,Flanger Offset 12,727,Flanger Offset 12,727,Flanger Offset 12
flangersweep12,flangerSweep12,0.0,-1.0,1.0,Flanger Sweep 12,728,Flanger Sweep 12,728,Flanger Sweep 12
lpfiltercutoff12,lpFilterCutoff12,1.0,0.0,1.0,LP Filter Cutoff 12,729,LP Filter Cutoff 12,729,LP Filter Cutoff 12
lpfiltercutoffsweep12,lpFilterCutoffSweep12,0.0,-1.0,1.0,LP Filter Cutoff Sweep 12,730,LP Filter Cutoff Sweep 12,730,LP Filter Cutoff Sweep 12
lpfilterresonance12,lpFilterResonance12,0.0,0.0,1.0,LP Filter Resonance 12,731,LP Filter Resonance 12,731,LP Filter Resonance 12
hpfiltercutoff12,hpFilterCutoff12,0.2717891931533813,0.0,1.0,HP Filter Cutoff 12,732,HP Filter Cutoff 12,732,HP Filter Cutoff 12
hpfiltercutoffsweep12,hpFilterCutoffSweep12,0.0,-1.0,1.0,HP Filter Cutoff Sweep 12,733,HP Filter Cutoff Sweep 12,733,HP Filter Cutoff Sweep 12
bitcrush12,bitCrush12,0.0,0.0,1.0,Bit Crush 12,734,Bit Crush 12,734,Bit Crush 12
bitcrushsweep12,bitCrushSweep12,0.0,-1.0,1.0,Bit Crush Sweep 12,735,Bit Crush Sweep 12,735,Bit Crush Sweep 12
wavetype12l,waveType12l,0.0,0.0,1.0,Wave Type 12 Lock,736,Wave Type 12 Lock,736,Wave Type 12 Lock
mastervolume12l,masterVolume12l,1.0,0.0,1.0,Master Volume 12 Lock,737,Master Volume 12 Lock,737,Master Volume 12 Lock
attacktime12l,attackTime12l,0.0,0.0,1.0,Attack Time 12 Lock,738,Attack Time 12 Lock,738,Attack Time 12 Lock
sustaintime12l,sustainTime12l,0.0,0.0,1.0,Sustain Time 12 Lock,739,Sustain Time 12 Lock,739,Sustain Time 12 Lock
sustainpunch12l,sustainPunch12l,0.0,0.0,1.0,Punch 12 Lock,740,Punch 12 Lock,740,Punch 12 Lock
decaytime12l,decayTime12l,0.0,0.0,1.0,Decay Time 12 Lock,741,Decay Time 12 Lock,741,Decay Time 12 Lock
compressionamount12l,compressionAmount12l,0.0,0.0,1.0,Compression 12 Lock,742,Compression 12 Lock,742,Compression 12 Lock
startfrequency12l,startFrequency12l,0.0,0.0,1.0,Frequency 12 Lock,743,Frequency 12 Lock,743,Frequency 12 Lock
minfrequency12l,minFrequency12l,0.0,0.0,1.0,Frequency Cutoff 12 Lock,744,Frequency Cutoff 12 Lock,744,Frequency Cutoff 12 Lock
slide12l,slide12l,0.0,0.0,1.0,Frequency Slide 12 Lock,745,Frequency Slide 12 Lock,745,Frequency Slide 12 Lock
deltaslide12l,deltaSlide12l,0.0,0.0,1.0,Delta Slide 12 Lock,746,Delta Slide 12 Lock,746,Delta Slide 12 Lock
vibratodepth12l,vibratoDepth12l,0.0,0.0,1.0,Vibrato Depth 12 Lock,747,Vibrato Depth 12 Lock,747,Vibrato Depth 12 Lock
vibratospeed12l,vibratoSpeed12l,0.0,0.0,1.0,Vibrato Speed 12 Lock,748,Vibrato Speed 12 Lock,748,Vibrato Speed 12 Lock
overtones12l,overtones12l,0.0,0.0,1.0,Harmonics 12 Lock,749,Harmonics 12 Lock,749,Harmonics 12 Lock
overtonefalloff12l,overtoneFalloff12l,0.0,0.0,1.0,Harmonics Falloff 12 Lock,750,Harmonics Falloff 12 Lock,750,Harmonics Falloff 12 Lock
changerepeat12l,changeRepeat12l,0.0,0.0,1.0,Pitch Jump Repeat Speed 12 Lock,751,Pitch Jump Repeat Speed 12 Lock,751,Pitch Jump Repeat Speed 12 Lock
changeamount12l,changeAmount12l,0.0,0.0,1.0,Pitch Jump Amount 1 12 Lock,752,Pitch Jump Amount 1 12 Lock,752,Pitch Jump Amount 1 12 Lock
changespeed12l,changeSpeed12l,0.0,0.0,1.0,Pitch Jump Onset 1 12 Lock,753,Pitch Jump Onset 1 12 Lock,753,Pitch Jump Onset 1 12 Lock
changeamount212l,changeAmount212l,0.0,0.0,1.0,Pitch Jump Amount 2 12 Lock,754,Pitch Jump Amount 2 12 Lock,754,Pitch Jump Amount 2 12 Lock
changespeed212l,changeSpeed212l,0.0,0.0,1.0,Pitch Jump Onset 2 12 Lock,755,Pitch Jump Onset 2 12 Lock,755,Pitch Jump Onset 2 12 Lock
squareduty12l,squareDuty12l,0.0,0.0,1.0,Square Duty 12 Lock,756,Square Duty 12 Lock,756,Square Duty 12 Lock
dutysweep12l,dutySweep12l,0.0,0.0,1.0,Duty Sweep 12 Lock,757,Duty Sweep 12 Lock,757,Duty Sweep 12 Lock
repeatspeed12l,repeatSpeed12l,0.0,0.0,1.0,Repeat Speed 12 Lock,758,Repeat Speed 12 Lock,758,Repeat Speed 12 Lock
flangeroffset12l,flangerOffset12l,0.0,0.0,1.0,Flanger Offset 12 Lock,759,Flanger Offset 12 Lock,759,Flanger Offset 12 Lock
flangersweep12l,flangerSweep12l,0.0,0.0,1.0,Flanger Sweep 12 Lock,760,Flanger Sweep 12 Lock,760,Flanger Sweep 12 Lock
lpfiltercutoff12l,lpFilterCutoff12l,0.0,0.0,1.0,LP Filter Cutoff 12 Lock,761,LP Filter Cutoff 12 Lock,761,LP Filter Cutoff 12 Lock
lpfiltercutoffsweep12l,lpFilterCutoffSweep12l,0.0,0.0,1.0,LP Filter Cutoff Sweep 12 Lock,762,LP Filter Cutoff Sweep 12 Lock,762,LP Filter Cutoff Sweep 12 Lock
lpfilterresonance12l,lpFilterResonance12l,0.0,0.0,1.0,LP Filter Resonance 12 Lock,763,LP Filter Resonance 12 Lock,763,LP Filter Resonance 12 Lock
hpfiltercutoff12l,hpFilterCutoff12l,0.0,0.0,1.0,HP Filter Cutoff 12 Lock,764,HP Filter Cutoff 12 Lock,764,HP Filter Cutoff 12 Lock
hpfiltercutoffsweep12l,hpFilterCutoffSweep12l,0.0,0.0,1.0,HP Filter Cutoff Sweep 12 Lock,765,HP Filter Cutoff Sweep 12 Lock,765,HP Filter Cutoff Sweep 12 Lock
bitcrush12l,bitCrush12l,0.0,0.0,1.0,Bit Crush 12 Lock,766,Bit Crush 12 Lock,766,Bit Crush 12 Lock
